Title,Name,Type,ID,Sub. Organization,Full Organization Name,Sector,License,Security Class,View Audience,Download,Record Publish date,Record Last Modified,Description,Resource Status,Resource URL,Format,Resource Name,Resource ID,Resource Type
BC Finance - Budget 2013 June Update - Notional Allocations To Contingencies - Table 1.21,bc-finance-budget-2013-june-update-notional-allocations-to-contingencies-table-1-21,Dataset,7b504fc2-c4b5-4c14-8382-ebcfad790fb1,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation of British Columbia notiona...,completed,https://catalogue.data.gov.bc.ca/dataset/7b504fc2-c4b5-4c14-8382-ebcfad790fb1/resource/d05ed186-fdb8-4689-ba03-40e9ea45ff55/download/juneupdate2013table1.21notionalallocationstocontingencies.xlsx,xlsx,June_Update_2013_Table_1.21_Notional_Allocations_to_Contingencies.xlsx,d05ed186-fdb8-4689-ba03-40e9ea45ff55,Data
BC Finance - Budget 2013 June Update - Ten-Year Operating Statement - Table A8,bc-finance-budget-2013-june-update-ten-year-operating-statement-table-a8,Dataset,777dabc8-dc94-4159-8e80-8ab395051338,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation of British Columbia operati...,completed,https://catalogue.data.gov.bc.ca/dataset/777dabc8-dc94-4159-8e80-8ab395051338/resource/45330fc1-7e9d-487c-81ef-e8a8ad88edd6/download/juneupdate2013tablea8tenyearoperating.xlsx,xlsx,June_Update_2013_Table_A8_ten-year_operating.xlsx,45330fc1-7e9d-487c-81ef-e8a8ad88edd6,Data
BC Finance - Budget 2013 June Update - Expense by Ministry - Table 1.9,bc-finance-budget-2013-june-update-expense-by-ministry-table-1-9,Dataset,77023301-e159-46c9-8706-7154a13b5c58,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation of British Columbia expense...,completed,https://catalogue.data.gov.bc.ca/dataset/77023301-e159-46c9-8706-7154a13b5c58/resource/0a915aef-b059-49d0-b3c1-931717064387/download/juneupdate2013table1.9expensebyministry.xlsx,xlsx,June_Update_2013_Table_1.9_Expense_by_ministry.xlsx,0a915aef-b059-49d0-b3c1-931717064387,Data
BC 2013-14 First Quarterly Report - Capital Spending Table 1.13,bc-2013-14-first-quarterly-report-capital-spending-table-1-13,Dataset,7658e5fa-1409-4472-9c33-8348be1158f4,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation of the British Columbia gov...,completed,https://catalogue.data.gov.bc.ca/dataset/7658e5fa-1409-4472-9c33-8348be1158f4/resource/c751da93-a543-4cf0-84a0-1712f4d15e53/download/201314firstquarterlyreporttable1.13junecapital.xlsx,xlsx,2013-14_first_Quarterly_Report_Table_1.13_June_Capital.xlsx,c751da93-a543-4cf0-84a0-1712f4d15e53,Data
BC Finance - 2013 Financial and Economic Review - Expense by Function - 2001-02 to 2012-13 - Table A2.7; Expense by Function Supplementary Information - 2001-02 to 2012-13 - Table A2.8,bc-finance-2013-financial-and-economic-review-expense-by-function-2001-02-to-2012-13-table-a2-7-expe,Dataset,726f3546-8bcb-43f4-a0ee-e4a1aacef352,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,Table A2.7 - A tabular presentation summarizing Br...,completed,https://catalogue.data.gov.bc.ca/dataset/726f3546-8bcb-43f4-a0ee-e4a1aacef352/resource/a5e07468-f6bc-4681-a007-b701ce0f65d5/download/2013financialandeconomicreviewtablea2.7a2.812yearexpense.xlsx,xlsx,2013_Financial_and_Economic_Review_Table_A2.7_A2.8_12-year_expense.xlsx,a5e07468-f6bc-4681-a007-b701ce0f65d5,Data
BC Finance - 2013 Financial and Economic Review - BC Capital Investment by Industry - 2008 to 2012 and 2013 Intentions - Table A1.6,bc-finance-2013-financial-and-economic-review-bc-capital-investment-by-industry-2008-to-2012-and-201,Dataset,6f113f17-613c-467a-8e7c-6aa4a005716f,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation of British Columbia capital...,completed,https://catalogue.data.gov.bc.ca/dataset/6f113f17-613c-467a-8e7c-6aa4a005716f/resource/c4b64524-7014-463e-b9a6-20e26ba8fa5d/download/2013financialandeconomicreviewtablea1.6capitalinvestment.xlsx,xlsx,2013_Financial_and_Economic_Review_Table_A1.6_capital_investment.xlsx,c4b64524-7014-463e-b9a6-20e26ba8fa5d,Data
BC Finance - Budget 2013 June Update - Revenue by Source - Table 1.8,bc-finance-budget-2013-june-update-revenue-by-source-table-1-8,Dataset,6e9f7524-fd74-4099-b3ea-70a1eb2d923b,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation of British Columbia revenue...,completed,https://catalogue.data.gov.bc.ca/dataset/6e9f7524-fd74-4099-b3ea-70a1eb2d923b/resource/7da1a74f-9ea5-4983-831a-5749229742b2/download/juneupdate2013table1.8revenuebysource.xlsx,xlsx,June_Update_2013_Table_1.8_Revenue_by_source.xlsx,7da1a74f-9ea5-4983-831a-5749229742b2,Data
BC Finance - 2013 Financial and Economic Review - Interprovincial Comparisons of Tax Rates - 2013 - Table A4.2,bc-finance-2013-financial-and-economic-review-interprovincial-comparisons-of-tax-rates-2013-table-a4,Dataset,6bb0a6c4-85ef-405a-ac4a-d9699452c114,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular comparison of selected interprovincial t...,completed,https://catalogue.data.gov.bc.ca/dataset/6bb0a6c4-85ef-405a-ac4a-d9699452c114/resource/75541c2b-221f-454b-bf1e-5c8e1fa52bf7/download/2013financialandeconomicreviewtablea4.2taxrates2013.xlsx,xlsx,2013_Financial_and_Economic_Review_Table_A4.2_tax_rates_2013.xlsx,75541c2b-221f-454b-bf1e-5c8e1fa52bf7,Data
BC Finance - Budget 2013 June Update - Major Factors Underlying Revenue - Table 1.3,bc-finance-budget-2013-june-update-major-factors-underlying-revenue-table-1-3,Dataset,6256acd6-8a73-499b-ae55-654a0d85f1b4,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation of the major factors underl...,completed,https://catalogue.data.gov.bc.ca/dataset/6256acd6-8a73-499b-ae55-654a0d85f1b4/resource/4f8e2504-2067-4e51-a14f-d5052ccec337/download/juneupdate2013table1.3majorfactorsunderlyingrevenue.xlsx,xlsx,June_Update_2013_Table_1.3_Major_factors_underlying_revenue.xlsx,4f8e2504-2067-4e51-a14f-d5052ccec337,Data
BC Finance - Budget 2013 June Update - Components of Nominal Income and Expenditure 2011 to 2017 - Tables 3.6.3,bc-finance-budget-2013-june-update-components-of-nominal-income-and-expenditure-2011-to-2017-tables-,Dataset,609d98e8-f7b6-4ddd-845c-c919849a0ca2,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,"Economic Forecasts, including 2011 actual values, ...",completed,https://catalogue.data.gov.bc.ca/dataset/609d98e8-f7b6-4ddd-845c-c919849a0ca2/resource/e86bd393-7298-47a3-b7ff-dadf9cce30bb/download/juneupdate2013table3.6.3componentsofnominalincomeandexpenditure.xlsx,xlsx,June_Update_2013_Table_3.6.3_Components_of_Nominal_Income_and_Expenditure.xlsx,e86bd393-7298-47a3-b7ff-dadf9cce30bb,Data
BC Finance - Budget 2013 June Update - Sales Taxes - Table 1.6,bc-finance-budget-2013-june-update-sales-taxes-table-1-6,Dataset,5ed3d6e0-8f4f-4146-a54d-6f723f62d678,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular summary of British Columbia sales tax re...,completed,https://catalogue.data.gov.bc.ca/dataset/5ed3d6e0-8f4f-4146-a54d-6f723f62d678/resource/206d751a-ff64-4f95-aa85-7c21449cd066/download/juneupdate2013table1.6salestaxes.xlsx,xlsx,June_Update_2013_Table_1.6_Sales_Taxes.xlsx,206d751a-ff64-4f95-aa85-7c21449cd066,Data
BC Finance - 2013 Financial and Economic Review - Historical Operating Statement Surplus (Deficit) - 1969-1970 to 2012-13 - Table A2.14,bc-finance-2013-financial-and-economic-review-historical-operating-statement-surplus-deficit-1969-19,Dataset,53a931f2-97fc-42d1-a6c9-9fb9d704dc82,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular summary of British Columbia historical o...,completed,https://catalogue.data.gov.bc.ca/dataset/53a931f2-97fc-42d1-a6c9-9fb9d704dc82/resource/41fbcf84-1376-4da6-ab57-140efd6651f1/download/2013financialandeconomicreviewtablea2.14historicalsummaryaccts.xlsx,xlsx,2013_Financial_and_Economic_Review_Table_A2.14_historical_summary_accts.xlsx,41fbcf84-1376-4da6-ab57-140efd6651f1,Data
BC Finance - 2013 Financial and Economic Review - Historical Provincial Debt Summary - 1969-1970 to 2012-13 - Table A2.15,bc-finance-2013-financial-and-economic-review-historical-provincial-debt-summary-1969-1970-to-2012-1,Dataset,52eec350-0897-407f-be72-3d9a631d34e2,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation summarizing British Columbi...,completed,https://catalogue.data.gov.bc.ca/dataset/52eec350-0897-407f-be72-3d9a631d34e2/resource/201b70fd-fedc-462e-a7b5-019f1f43ed65/download/2013financialandeconomicreviewtablea2.15historicalprovincialdebtsummary.xlsx,xlsx,2013_Financial_and_Economic_Review_Table_A2.15_historical_provincial_debt_summary.xlsx,201b70fd-fedc-462e-a7b5-019f1f43ed65,Data
BC Finance - Budget 2013 June Update - Ten Year Debt Indicators - Table A19,bc-finance-budget-2013-june-update-ten-year-debt-indicators-table-a19,Dataset,50a25297-fe3f-4e07-92ac-f3e57a2b14ce,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation of British Columbia key pro...,completed,https://catalogue.data.gov.bc.ca/dataset/50a25297-fe3f-4e07-92ac-f3e57a2b14ce/resource/717c9ac4-166c-43a7-b28b-9646c5046c5a/download/juneupdate2013tablea19tenyeardebtindicators.xlsx,xlsx,June_Update_2013_Table_A19_ten-year_debt_indicators.xlsx,717c9ac4-166c-43a7-b28b-9646c5046c5a,Data
BC Finance - Budget 2013 June Update - Support forArts - Education and Economic Initiatives - Table 1.12,bc-finance-budget-2013-june-update-support-forarts-education-and-economic-initiatives-table-1-12,Dataset,4ee9d59f-847d-4b06-960f-38e66ab04de0,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation of planned costs of direct ...,completed,https://catalogue.data.gov.bc.ca/dataset/4ee9d59f-847d-4b06-960f-38e66ab04de0/resource/5c82e95f-eedd-4582-abc9-f2a0267c9ffc/download/juneupdate2013table1.12supportsforartseducationeconomicdevelopment.xlsx,xlsx,June_Update_2013_Table_1.12_Supports_for_Arts_Education_Economic_Development.xlsx,5c82e95f-eedd-4582-abc9-f2a0267c9ffc,Data
BC Finance - Budget 2013 June Update - Revenue Assumptions - Table A5,bc-finance-budget-2013-june-update-revenue-assumptions-table-a5,Dataset,4eca189b-ad46-4678-9410-c0eb7daaea89,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation of the British Columbia rev...,completed,https://catalogue.data.gov.bc.ca/dataset/4eca189b-ad46-4678-9410-c0eb7daaea89/resource/0605bff5-e823-40a1-98d6-e3fe605bd40d/download/juneupdate2013tablea5revenueassumptions.xlsx,xlsx,June_Update_2013_Table_A5_revenue_assumptions.xlsx,0605bff5-e823-40a1-98d6-e3fe605bd40d,Data
BC Finance - Budget 2013 June Update - Major Economic Assumptions 2011 to 2017 - Tables 3.6.5,bc-finance-budget-2013-june-update-major-economic-assumptions-2011-to-2017-tables-3-6-5,Dataset,4cf9c1cd-2302-4285-ad17-a30be22a8603,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,"Economic Forecasts, including 2011 actual values, ...",completed,https://catalogue.data.gov.bc.ca/dataset/4cf9c1cd-2302-4285-ad17-a30be22a8603/resource/0cfb1480-2dd7-4c97-92eb-8a76d9f71ac3/download/juneupdate2013table3.6.5bcmajoreconomicassumptions.xlsx,xlsx,June_Update_2013_Table_3.6.5_BC_Major_Economic_Assumptions.xlsx,0cfb1480-2dd7-4c97-92eb-8a76d9f71ac3,Data
BC Finance - 2013 Financial and Economic Review - Taxpayer-supported Contractual Obligations - Table 2.15,bc-finance-2013-financial-and-economic-review-taxpayer-supported-contractual-obligations-table-2-15,Dataset,4ba80a12-9444-477f-8b3e-01e3ec0d8675,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation summarizing BC government c...,completed,https://catalogue.data.gov.bc.ca/dataset/4ba80a12-9444-477f-8b3e-01e3ec0d8675/resource/2bb74a2b-bc24-47e5-95fa-8358ffc6f515/download/2013financialandeconomicreviewtable2.15contractualobligations.xlsx,xlsx,2013_Financial_and_Economic_Review_Table_2.15_contractual_obligations.xlsx,2bb74a2b-bc24-47e5-95fa-8358ffc6f515,Data
BC Finance - 2013 Financial and Economic Review - Full-Time Equivalents (FTEs) - 2001-02 to 2012-13 - Table A2.9,bc-finance-2013-financial-and-economic-review-full-time-equivalents-ftes-2001-02-to-2012-13-table-a2,Dataset,4865564a-98dc-4025-8bd0-0013dafe95b7,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,Table A2.9 - A tabular presentation of British Col...,completed,https://catalogue.data.gov.bc.ca/dataset/4865564a-98dc-4025-8bd0-0013dafe95b7/resource/39121466-9bca-41b4-a0af-ba32abf6e6b6/download/2013financialandeconomicreviewtablea2.912yearftes.xlsx,xlsx,2013_Financial_and_Economic_Review_Table_A2.9_12-year_FTEs.xlsx,39121466-9bca-41b4-a0af-ba32abf6e6b6,Data
BC Finance - 2013 Financial and Economic Review - Transportation Investment Corporation - Five-Year Income Statement for the Years Ended March 31 - 2009 to 2013 - Table 3.6,bc-finance-2013-financial-and-economic-review-transportation-investment-corporation-five-year-income,Dataset,4696d4fe-cafb-4e86-a572-36fc0ba709df,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation of the Transportation Inves...,completed,https://catalogue.data.gov.bc.ca/dataset/4696d4fe-cafb-4e86-a572-36fc0ba709df/resource/cfc33112-4a8b-4386-98f5-6d37112c0853/download/2013financialandeconomicreviewtable3.6tic.xlsx,xlsx,2013_Financial_and_Economic_Review_Table_3.6_TIC.xlsx,cfc33112-4a8b-4386-98f5-6d37112c0853,Data
BC Finance - Budget 2013 June Update - Ten-Year FTEs - Table A13,bc-finance-budget-2013-june-update-ten-year-ftes-table-a13,Dataset,43c9f625-33eb-4a56-9422-e60147cab8fa,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation of British Columbia Full-ti...,completed,https://catalogue.data.gov.bc.ca/dataset/43c9f625-33eb-4a56-9422-e60147cab8fa/resource/6df569bf-be91-40ff-85f3-a8f78c6f5a52/download/juneupdate2013tablea13tenyearftes.xlsx,xlsx,June_Update_2013_Table_A13_ten-year_FTEs.xlsx,6df569bf-be91-40ff-85f3-a8f78c6f5a52,Data
BC Finance - 2013 Financial and Economic Review - Insurance Corporation of BC -  Five-Year Income Statement for the Years Ended December 31 - 2008 to 2012 - Table 3.4,bc-finance-2013-financial-and-economic-review-insurance-corporation-of-bc-five-year-income-statement,Dataset,42f8d6ca-70f5-4e26-9708-f54b0c4122c4,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation of the Insurance Corporatio...,completed,https://catalogue.data.gov.bc.ca/dataset/42f8d6ca-70f5-4e26-9708-f54b0c4122c4/resource/e726f992-17ee-4d42-9756-0341b6541ad4/download/2013financialandeconomicreviewtable3.4icbc.xlsx,xlsx,2013_Financial_and_Economic_Review_Table_3.4_ICBC.xlsx,e726f992-17ee-4d42-9756-0341b6541ad4,Data
BC Finance - Budget 2013 June Update - Key Fiscal Sensitivities - Table 1.20,bc-finance-budget-2013-june-update-key-fiscal-sensitivities-table-1-20,Dataset,3e38c909-0dc2-44aa-932b-2362829ae3a9,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation of the current British Colu...,completed,https://catalogue.data.gov.bc.ca/dataset/3e38c909-0dc2-44aa-932b-2362829ae3a9/resource/360a419e-5471-4a15-bfd6-7127fda20a28/download/juneupdate2013table1.20majorsensitivities.xlsx,xlsx,June_Update_2013_Table_1.20_Major_sensitivities.xlsx,360a419e-5471-4a15-bfd6-7127fda20a28,Data
BC Finance - 2013 Financial and Economic Review - BC Railway Company - Five-Year Income Statement for the Years Ended March 31 - 2009 to 2013 - Table 3.7,bc-finance-2013-financial-and-economic-review-bc-railway-company-five-year-income-statement-for-the-,Dataset,3c4c0584-8ead-4a1d-962d-2d0904c9e633,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation of the British Columbia Rai...,completed,https://catalogue.data.gov.bc.ca/dataset/3c4c0584-8ead-4a1d-962d-2d0904c9e633/resource/5159f5c5-8cbb-4897-b303-c0a5f2283a09/download/2013financialandeconomicreviewtable3.7bcrail.xlsx,xlsx,2013_Financial_and_Economic_Review_Table_3.7_BC_Rail.xlsx,5159f5c5-8cbb-4897-b303-c0a5f2283a09,Data
BC Finance - 2013 Financial and Economic Review - Key Debt Indicators - 2007-2008 to 2011-12 - Table 2.11,bc-finance-2013-financial-and-economic-review-key-debt-indicators-2007-2008-to-2011-12-table-2-11,Dataset,3511d3fc-f356-4c6d-a02f-92dfc19e776c,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation of British Columbia total a...,completed,https://catalogue.data.gov.bc.ca/dataset/3511d3fc-f356-4c6d-a02f-92dfc19e776c/resource/7887b9e8-65aa-4005-a27e-6b7ab4cd7935/download/2013financialandeconomicreviewtable2.11debtindicators.xlsx,xlsx,2013_Financial_and_Economic_Review_Table_2.11_Debt_Indicators.xlsx,7887b9e8-65aa-4005-a27e-6b7ab4cd7935,Data
BC Finance - 2013 Financial and Economic Review - Other Revenue Change from Budget 2011 - Table 2.5,bc-finance-2013-financial-and-economic-review-other-revenue-change-from-budget-2011-table-2-5,Dataset,308c6692-af2c-48c0-8b01-f5c85f98c5ea,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation of British Columbia other r...,completed,https://catalogue.data.gov.bc.ca/dataset/308c6692-af2c-48c0-8b01-f5c85f98c5ea/resource/e67cd390-d0b3-4e5a-ae9a-8ab3ce69078c/download/2013financialandeconomicreviewtable2.5feesinvestmentearningsmisc.xlsx,xlsx,2013_Financial_and_Economic_Review_Table_2.5_Fees_Investment_earnings_Misc.xlsx,e67cd390-d0b3-4e5a-ae9a-8ab3ce69078c,Data
BC Finance - Budget 2013 June Update - Federal Contibutions - Table 1.7,bc-finance-budget-2013-june-update-federal-contibutions-table-1-7,Dataset,302da258-c804-49c4-b2c2-90d29591b350,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular summary of federal contributions and tra...,completed,https://catalogue.data.gov.bc.ca/dataset/302da258-c804-49c4-b2c2-90d29591b350/resource/e1e65d94-d537-4cfe-84cc-1090c4033248/download/juneupdate2013table1.7federaltransfers.xlsx,xlsx,June_Update_2013_Table_1.7_Federal_transfers.xlsx,e1e65d94-d537-4cfe-84cc-1090c4033248,Data
BC Finance - Budget 2013 June Update - Three Year Fiscal Plan - Table 1.1,bc-finance-budget-2013-june-update-three-year-fiscal-plan-table-1-1,Dataset,2ffc093e-cc44-404b-8b50-1ab5c93d4830,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation of the British Columbia thr...,completed,https://catalogue.data.gov.bc.ca/dataset/2ffc093e-cc44-404b-8b50-1ab5c93d4830/resource/e50b737e-3c95-4233-8008-7e0b4a84074b/download/juneupdate2013table1.1operatingstatement.xlsx,xlsx,June_Update_2013_Table_1.1_Operating_statement.xlsx,e50b737e-3c95-4233-8008-7e0b4a84074b,Data
BC Finance - Budget 2013 June Update - Ten-Year Capital - Table A14,bc-finance-budget-2013-june-update-ten-year-capital-table-a14,Dataset,2e23d9c0-0f4b-4e3c-a1af-4a915117d6ab,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation of British Columbia capital...,completed,https://catalogue.data.gov.bc.ca/dataset/2e23d9c0-0f4b-4e3c-a1af-4a915117d6ab/resource/15286347-fd6b-4aaa-8b09-3b7b8280e270/download/juneupdate2013tablea14tenyearcapital.xlsx,xlsx,June_Update_2013_Table_A14_ten-year_capital.xlsx,15286347-fd6b-4aaa-8b09-3b7b8280e270,Data
BC Finance - Budget 2013 June Update - Ten-Year Expense - Tables A11 and A12,bc-finance-budget-2013-june-update-ten-year-expense-tables-a11-and-a12,Dataset,2cfa7bc4-f59f-40c0-902f-93c94da86017,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation of British Columbia expense...,completed,https://catalogue.data.gov.bc.ca/dataset/2cfa7bc4-f59f-40c0-902f-93c94da86017/resource/eafb82d8-4ba8-4aea-ae91-746b0799e704/download/juneupdate2013tablea11a12tenyearexpense.xlsx,xlsx,June_Update_2013_Table_A11_A12_ten-year_expense.xlsx,eafb82d8-4ba8-4aea-ae91-746b0799e704,Data
BC Finance - 2013 Financial and Economic Review - Forest Revenues Change from Budget 2011 - Table 2.4,bc-finance-2013-financial-and-economic-review-forest-revenues-change-from-budget-2011-table-2-4,Dataset,2c74c0b5-c64a-4e63-bc07-0c1f8b3b2214,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation of British Columbia forest ...,completed,https://catalogue.data.gov.bc.ca/dataset/2c74c0b5-c64a-4e63-bc07-0c1f8b3b2214/resource/13c31f40-7f3d-4c7c-a177-6b4bbf957c9a/download/2013financialandeconomicreviewtable2.4forestrevenuechanges.xlsx,xlsx,2013_Financial_and_Economic_Review_Table_2.4_Forest_Revenue_Changes.xlsx,13c31f40-7f3d-4c7c-a177-6b4bbf957c9a,Data
BC Finance - Budget 2013 June Update - Deficit to Debt Reconciliation - Table 1.19,bc-finance-budget-2013-june-update-deficit-to-debt-reconciliation-table-1-19,Dataset,225e3e9d-5a3b-44f6-a59a-f12292d7083c,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation of British Columbia reconci...,completed,https://catalogue.data.gov.bc.ca/dataset/225e3e9d-5a3b-44f6-a59a-f12292d7083c/resource/88a5493e-8411-4a06-8748-cc319139e67a/download/juneupdate2013table1.19deficittodebtreconciliation.xlsx,xlsx,June_Update_2013_Table_1.19_deficit_to_debt_reconciliation.xlsx,88a5493e-8411-4a06-8748-cc319139e67a,Data
BC 2013-14 First Quarterly Report - 2013-14 Forecast Changes from June Update 2013 Table 1.2,bc-2013-14-first-quarterly-report-2013-14-forecast-changes-from-june-update-2013-table-1-2,Dataset,20ed0645-5d09-4478-96b4-f8e0fc347b18,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-12-22,A tabular presentation of changes from budgeted 20...,completed,http://pub.data.gov.bc.ca/datasets/178939/2013-14_first_Quarterly_Report_Table_1.2_fiscal_forecast_changes.xlsx,xlsx,2013-14_first_Quarterly_Report_Table_1.2_fiscal_forecast_changes.xlsx,70ba9ba6-d143-4dc6-bc37-5495b7abb77c,Data
